Pheno	ID	REF	ALT	A1	FIRTH.	TEST	OBS_CT	nCases	OR	LOG.OR._SE	L95	U95	Z_STAT	P	ERRCODE	mlog10P	FDR_BY
H8_CHRON_SUPOTITIS_INCLAVO	KIR_2DS3	P	A	P	N	ADD	336732	2200	1.04759	0.0530997	0.944049	1.1625	0.875641	0.381225	.	0.418818626905596	1
C3_LUNG_NONSMALL	Bw4_3DL1	P	A	P	N	ADD	336732	4613	0.88909	0.134309	0.683317	1.15683	-0.875275	0.381424	.	0.418591983708372	1
E4_PCOS_BROAD_EXCLUSIONS	KIR_2DL3	P	A	P	N	ADD	336732	5066	0.949016	0.0598193	0.844025	1.06707	-0.874794	0.381686	.	0.418293769404458	1
K11_OESSTODUO	KIR_3DL1	P	A	P	N	ADD	336732	52713	0.983004	0.0196015	0.945955	1.0215	-0.874518	0.381836	.	0.418123128157386	1
RX_L02BG	KIR_3DL1	P	A	P	N	ADD	336732	7411	1.0443	0.0495727	0.947608	1.15086	0.874409	0.381896	.	0.418054890427481	1
MSMED_TERIFLUNOMIDE	KIR_3DS1	P	A	P	Y	ADD	336732	275	0.893428	0.128885	0.693988	1.15018	-0.874341	0.381933	.	0.418012815837899	1
KRA_PSY_TIC	KIR_2DP1	P	A	P	N	ADD	336732	339	1.56961	0.515717	0.571232	4.31291	0.874175	0.382023	.	0.417910489254818	1
VWXY20_PEDES_INJURED_COLLIS_W_PEDAL_CYCLE	KIR_2DL1	P	A	P	Y	ADD	336732	837	0.806514	0.246114	0.497874	1.30648	-0.873719	0.382271	.	0.417628647358134	1
K11_CLEFT_SYNDR	KIR_3DL1	P	A	P	N	ADD	336732	847	0.890444	0.132834	0.686339	1.15525	-0.873532	0.382373	.	0.417512781576367	1
K11_MESIAL_BITE	KIR_2DL1	P	A	P	Y	ADD	336732	243	1.75586	0.644522	0.496445	6.21023	0.873449	0.382419	.	0.417460538492779	1
KRA_PSY_DEVWIDE	KIR_2DL2	P	A	P	Y	ADD	336732	863	0.937767	0.0735793	0.811828	1.08324	-0.873261	0.382521	.	0.417344717546256	1
K11_CLEFT_SYNDR	KIR_2DS4	P	A	P	N	ADD	336732	847	0.890485	0.132849	0.68635	1.15533	-0.87309	0.382614	.	0.417239143008388	1
K11_PULP_PERIAPICAL_INCLAVO	C1_2DL2	P	A	P	N	ADD	336732	89524	1.0167	0.0189798	0.979579	1.05524	0.872876	0.382731	.	0.41710635987195	1
J10_EXTERLUNG	KIR_3DS1	P	A	P	N	ADD	336732	3935	1.03084	0.0348034	0.96287	1.10361	0.872796	0.382774	.	0.417057569432328	1
Z21_PERSONS_W_POTEN_HEALTH_HAZARDS_RELATED_FAMILY_PERSONAL_HISTORY_CERTA_CONDI_INFLUENCI_HEALTH_STATUS	KIR_2DL5	P	A	P	N	ADD	336732	52703	1.00933	0.0106386	0.988499	1.03059	0.872651	0.382854	.	0.416966811104057	1
K11_OESSTODUO	KIR_2DS4	P	A	P	N	ADD	336732	52713	0.983039	0.0196033	0.945985	1.02154	-0.87264	0.382859	.	0.41696113933824	1
L12_SKIN_SUBCUTAN	C1_2DL2	P	A	P	N	ADD	336732	106315	1.01582	0.0179908	0.980623	1.05228	0.872339	0.383024	.	0.41677401260838	1
CD2_INSITU_SKIN_FACE	C1_2DL2	P	A	P	Y	ADD	336732	1814	0.904053	0.115633	0.72072	1.13402	-0.872308	0.38304	.	0.416755871273683	1
CD2_BENIGN_MELANOCYTIC	C1_2DL2	P	A	P	N	ADD	336732	9125	0.955717	0.0519273	0.863234	1.05811	-0.872251	0.383072	.	0.41671959087753	1
I9_HYPERTENSION	KIR_2DL5	P	A	P	N	ADD	336732	103543	0.992089	0.00911029	0.974531	1.00996	-0.871841	0.383295	.	0.416466845985858	1
F5_READING	KIR_3DS1	P	A	P	Y	ADD	336732	397	0.910963	0.107019	0.738594	1.12356	-0.871373	0.38355	.	0.416178012917983	1
CD2_BENIGN_CAECUM	C1_2DL2	P	A	P	N	ADD	336732	2368	1.09108	0.100035	0.896819	1.32741	0.871341	0.383568	.	0.416157631957882	1
U22_CODES_SPECIAL_PURPO	KIR_3DL1	P	A	P	N	ADD	336732	10776	1.03605	0.0406657	0.956682	1.12201	0.870977	0.383767	.	0.415932372836803	1
L12_DERMATITISECZEMA	KIR_2DL1	P	A	P	N	ADD	336732	46231	0.966702	0.0388814	0.895771	1.04325	-0.870975	0.383768	.	0.415931241176405	1
I9_HYPERTENSION	Bw4_3DL1	P	A	P	N	ADD	336732	103543	1.03265	0.0368886	0.960623	1.11008	0.87093	0.383793	.	0.415902950624771	1
K11_GALLBILPANC	KIR_2DP1	P	A	P	N	ADD	336732	42676	1.03721	0.0419545	0.955333	1.1261	0.870811	0.383857	.	0.415830535209135	1
VWXY20_BITTEN_STUNG_NONVENO_INSECT_OTHER_NONVENO_ARTHROPODS	C1_2DL2	P	A	P	Y	ADD	336732	852	1.15697	0.167458	0.833259	1.60643	0.870672	0.383933	.	0.415744557583138	1
U22_CODES_SPECIAL_PURPO	KIR_2DS4	P	A	P	N	ADD	336732	10776	1.03603	0.0406685	0.956657	1.12199	0.870406	0.384079	.	0.415579437780005	1
M13_EARLY_LUMBAR_PROLAPSE	KIR_2DS5	P	A	P	Y	ADD	336732	8457	1.0217	0.0246673	0.973478	1.07231	0.870278	0.384149	.	0.415500293010959	1
BLEEDING	KIR_2DL1	P	A	P	N	ADD	336732	33350	1.04189	0.0471562	0.949912	1.14278	0.870275	0.38415	.	0.415499162475889	1
OFFICIAL_TILASTOKESKUS	KIR_2DS3	P	A	P	N	ADD	336732	21934	1.01531	0.0174541	0.98116	1.05064	0.87025	0.384164	.	0.415483335293911	1
CD2_BENIGN_TONSIL	KIR_3DL1	P	A	P	Y	ADD	336732	272	0.82604	0.219636	0.537089	1.27044	-0.870131	0.384229	.	0.415409859503811	1
PDMED_ROTIGOTINE	KIR_2DP1	P	A	P	Y	ADD	336732	224	0.695563	0.417335	0.306973	1.57606	-0.869886	0.384363	.	0.415258425554031	1
E4_METABOLIA	C1_2DL2	P	A	P	N	ADD	336732	53068	0.979476	0.0238442	0.934755	1.02634	-0.869703	0.384463	.	0.415145449540121	1
H7_CHOROIDRETINA	KIR_2DS5	P	A	P	N	ADD	336732	29530	1.01226	0.0140228	0.984821	1.04047	0.869227	0.384723	.	0.414851849371643	1
ADMED_ACHEI_DONEPEZIL	KIR_2DS4	P	A	P	N	ADD	336732	4566	1.05643	0.063165	0.933413	1.19566	0.869052	0.384819	.	0.41474349330926	1
Q17_VACTREL	KIR_3DS1	P	A	P	N	ADD	336732	4874	1.02749	0.0312143	0.96651	1.09231	0.868682	0.385021	.	0.414515582347612	1
C3_BASAL_CELL_CARCINOMA	Bw4_3DL1	P	A	P	N	ADD	336732	17665	0.941473	0.0694289	0.821694	1.07871	-0.86865	0.385039	.	0.414495279252591	1
CD2_INSITU_SKIN_NOS	KIR_2DL2	P	A	P	Y	ADD	336732	232	0.891902	0.13174	0.688938	1.15466	-0.868374	0.38519	.	0.414324996213112	1
ADMED_ACHEI_DONEPEZIL	KIR_3DL1	P	A	P	N	ADD	336732	4566	1.05637	0.0631592	0.933376	1.19558	0.868314	0.385222	.	0.41428891831342	1
C3_DIGESTIVE_ORGANS	KIR_3DS1	P	A	P	N	ADD	336732	11844	1.01782	0.0203416	0.978037	1.05922	0.868219	0.385274	.	0.414230298117875	1
CD2_BENIGN_EAR_RESP	KIR_2DS1	P	A	P	N	ADD	336732	2169	1.04055	0.0457805	0.951247	1.13823	0.868207	0.385281	.	0.414222407541931	1
C3_HEPATOCELLU_CARC	KIR_3DL1	P	A	P	N	ADD	336732	480	0.8571	0.177625	0.605114	1.21402	-0.868128	0.385324	.	0.414173940006056	1
CD2_BENIGN_TONSIL	KIR_2DS4	P	A	P	Y	ADD	336732	272	0.826419	0.2197	0.537268	1.27118	-0.867794	0.385507	.	0.413967731662901	1
K11_PARODON_EARLY	KIR_3DL1	P	A	P	Y	ADD	336732	2947	1.07163	0.0797331	0.916596	1.2529	0.867712	0.385552	.	0.413917039688077	1
PDMED_AMANTADINE	KIR_2DS3	P	A	P	Y	ADD	336732	375	0.89488	0.128029	0.696284	1.15012	-0.867503	0.385666	.	0.413788646493682	1
OFFICIAL_TILASTOKESKUS_DEATH	C1_2DL2	P	A	P	N	ADD	336732	1854	0.908213	0.110981	0.730669	1.1289	-0.867499	0.385668	.	0.413786394320268	1
CD2_BENIGN_MELANOCYTIC	KIR_2DL5	P	A	P	N	ADD	336732	9125	1.02028	0.0231566	0.975012	1.06766	0.867179	0.385844	.	0.413588248782309	1
RX_L02BA	KIR_2DS2	P	A	P	N	ADD	336732	4358	1.02762	0.0314193	0.966246	1.09289	0.867096	0.38589	.	0.413536475642364	1
H7_GLAUCOMA	KIR_2DS3	P	A	P	N	ADD	336732	17782	0.983089	0.0196712	0.945907	1.02173	-0.867046	0.385917	.	0.413506089934496	1
SLE_ICD10	KIR_3DL1	P	A	P	N	ADD	336732	891	0.892099	0.131719	0.689118	1.15487	-0.866831	0.386034	.	0.413374443094809	1
SLE_STRICT	KIR_3DL1	P	A	P	N	ADD	336732	891	0.892099	0.131719	0.689118	1.15487	-0.866831	0.386034	.	0.413374443094809	1
DRUGADVERS_OSTEOPO	KIR_3DL1	P	A	P	Y	ADD	336732	276	0.826489	0.219913	0.53709	1.27182	-0.866564	0.386181	.	0.413209097201215	1
BRUXISM	KIR_2DS5	P	A	P	Y	ADD	336732	492	0.912386	0.105812	0.741499	1.12265	-0.866555	0.386186	.	0.413203474298088	1
G6_NEUATR	KIR_2DP1	P	A	P	Y	ADD	336732	969	0.819131	0.230324	0.521556	1.28649	-0.866217	0.386371	.	0.412995478044898	1
H7_OCUMUSCLE	KIR_2DL5	P	A	P	N	ADD	336732	16284	1.01538	0.0176253	0.980906	1.05107	0.866176	0.386394	.	0.412969626012038	1
Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_CIRCUMSTANC_RELATED_REPRODUCTION	KIR_2DL2	P	A	P	N	ADD	336732	78279	1.00862	0.00991235	0.989216	1.02841	0.866143	0.386412	.	0.412949395059701	1
ST19_INJURI_HIP_THIGH	KIR_2DP1	P	A	P	N	ADD	336732	15646	0.946423	0.0635772	0.835542	1.07202	-0.866117	0.386426	.	0.41293366052608	1
DRUGADVERS_OSTEOPO	KIR_2DS4	P	A	P	Y	ADD	336732	276	0.826552	0.219942	0.5371	1.272	-0.866101	0.386435	.	0.412923545769773	1
ST19_ALIQU_COMPLICATI_PRAECO_TRAUMAT	KIR_2DL3	P	A	P	N	ADD	336732	1069	0.89794	0.124299	0.703791	1.14565	-0.866072	0.38645	.	0.412906688366073	1
ST19_EARLY_COMPLICATIO_TRAUMA	KIR_2DL3	P	A	P	N	ADD	336732	1069	0.89794	0.124299	0.703791	1.14565	-0.866072	0.38645	.	0.412906688366073	1
CD2_INSITU_COLON	KIR_2DL3	P	A	P	Y	ADD	336732	308	1.26571	0.272103	0.74254	2.15749	0.865973	0.386505	.	0.412844883483395	1
K11_PARODON_EARLY	KIR_2DS4	P	A	P	Y	ADD	336732	2947	1.07148	0.0797338	0.916459	1.25271	0.865847	0.386574	.	0.412767358885441	1
RX_GLUCOSAMINE	KIR_3DL1	P	A	P	N	ADD	336732	15753	1.03044	0.0346339	0.962814	1.10282	0.865809	0.386595	.	0.412743767189131	1
DENTAL_TMD_OPER	C1_2DL2	P	A	P	N	ADD	336732	4852	1.06291	0.070466	0.925795	1.22033	0.865787	0.386607	.	0.412730286795176	1
C3_HEPATOCELLU_CARC	KIR_2DS4	P	A	P	N	ADD	336732	480	0.857449	0.177672	0.605304	1.21463	-0.865602	0.386708	.	0.412616843391333	1
KRA_PSY_MOOD	KIR_2DS3	P	A	P	N	ADD	336732	46764	1.01092	0.0125472	0.986362	1.03609	0.865513	0.386757	.	0.412561817166121	1
H8_EAR_MASTOID	KIR_2DS5	P	A	P	N	ADD	336732	78182	0.99206	0.00921099	0.97431	1.01013	-0.865501	0.386764	.	0.412553956845914	1
OFFICIAL_TILASTOKESKUS_DEATH	KIR_2DL1	P	A	P	N	ADD	336732	1854	1.18453	0.195698	0.807176	1.7383	0.865352	0.386846	.	0.412461889401984	1
R18_ABNORMAL_WEIGHT_LOSS	KIR_2DP1	P	A	P	Y	ADD	336732	2139	1.16838	0.17985	0.821289	1.66216	0.86527	0.38689	.	0.412412495403968	1
K11_PULPITIS_4	C1_2DL2	P	A	P	N	ADD	336732	89175	1.01658	0.0190052	0.979409	1.05516	0.865187	0.386936	.	0.412360862230125	1
K11_GALLBILPANC	KIR_2DL1	P	A	P	N	ADD	336732	42676	1.03703	0.0420299	0.955025	1.12607	0.865072	0.386999	.	0.412290157190502	1
CD2_INSITU_DIGESTIVE	KIR_2DL5	P	A	P	N	ADD	336732	550	0.922121	0.0937264	0.767375	1.10807	-0.865063	0.387004	.	0.412284546172432	1
CD2_BENIGN_MENINGES_SPINAL	KIR_2DL1	P	A	P	Y	ADD	336732	219	0.6881	0.432166	0.294979	1.60514	-0.864993	0.387042	.	0.412241904804024	1
ADMED_ACHEI_GALANTAMINE	KIR_2DL3	P	A	P	Y	ADD	336732	1422	0.909294	0.10993	0.733046	1.12792	-0.864971	0.387055	.	0.412227317928567	1
SLE_ICD10	KIR_2DS4	P	A	P	N	ADD	336732	891	0.892316	0.131744	0.689251	1.15521	-0.864822	0.387137	.	0.412135319696476	1
SLE_STRICT	KIR_2DS4	P	A	P	N	ADD	336732	891	0.892316	0.131744	0.689251	1.15521	-0.864822	0.387137	.	0.412135319696476	1
CD2_INSITU_SKIN	KIR_2DS3	P	A	P	N	ADD	336732	1773	0.949321	0.0601447	0.843758	1.06809	-0.864712	0.387197	.	0.412068016261612	1
L12_DISORDSKINAPPENDIX	KIR_2DL3	P	A	P	N	ADD	336732	16510	1.0305	0.034746	0.962655	1.10312	0.864574	0.387272	.	0.411983901632764	1
G6_NEURO	KIR_2DS5	P	A	P	N	ADD	336732	134404	0.993127	0.00797664	0.977722	1.00878	-0.864553	0.387284	.	0.411970444803862	1
RX_GLUCOSAMINE	KIR_2DS4	P	A	P	N	ADD	336732	15753	1.03039	0.0346362	0.962765	1.10277	0.864415	0.38736	.	0.411885227902342	1
H8_OTHEREAR	KIR_2DS1	P	A	P	N	ADD	336732	42267	0.990336	0.01124	0.968757	1.0124	-0.86398	0.387599	.	0.411617352093517	1
VWXY20_CONTACT_W_LIFTI_TRANSMIS_DEVICES_NOT_ELSEW_CLASSIFIED	KIR_2DL5	P	A	P	Y	ADD	336732	428	1.09133	0.101165	0.895041	1.33066	0.863878	0.387655	.	0.411554610099206	1
AB1_PEDICULOSIS_ACARIASIS_OTHERINFEST	Bw4_3DL1	P	A	P	N	ADD	336732	1548	0.830627	0.214852	0.54516	1.26558	-0.863731	0.387736	.	0.411463874320322	1
VWXY20_VAPAA_TAPATURMAT	KIR_2DL1	P	A	P	N	ADD	336732	5125	0.911346	0.10749	0.738223	1.12507	-0.863636	0.387788	.	0.411405634180513	1
C3_STOMACH_ADENO	KIR_2DS4	P	A	P	Y	ADD	336732	709	0.884833	0.141691	0.670277	1.16807	-0.863544	0.387838	.	0.411349641410479	1
J10_INTERSTITIUM	KIR_2DL2	P	A	P	Y	ADD	336732	4811	1.02642	0.0301955	0.967433	1.08899	0.863459	0.387885	.	0.411297014788155	1
MSMED_GLATIRAMERACETATE	KIR_2DS5	P	A	P	Y	ADD	336732	419	1.096	0.106172	0.890095	1.34953	0.863371	0.387934	.	0.411242155524225	1
TUBERCULOSIS	KIR_2DL5	P	A	P	N	ADD	336732	1915	1.0444	0.0503216	0.94631	1.15266	0.863322	0.38796	.	0.411213049340819	1
C3_BILIARY_GALLBLADDER	KIR_2DS4	P	A	P	N	ADD	336732	1119	1.11689	0.128081	0.868936	1.4356	0.863111	0.388077	.	0.411082095649777	1
PDMED_AMANTADINE	KIR_2DS2	P	A	P	Y	ADD	336732	375	1.09289	0.102977	0.893142	1.3373	0.862534	0.388394	.	0.410727487793432	1
CD2_BENIGN_ADRENAL	KIR_3DL1	P	A	P	Y	ADD	336732	1740	1.09115	0.101137	0.894946	1.33037	0.862518	0.388403	.	0.410717424288199	1
C3_STOMACH_ADENO	KIR_3DL1	P	A	P	Y	ADD	336732	709	0.884984	0.14169	0.670392	1.16827	-0.862345	0.388497	.	0.410612330501358	1
PDMED_LEVODOPA_DECARBOXYLASEINHIBITOR	KIR_2DL5	P	A	P	N	ADD	336732	3064	0.966604	0.0393949	0.894778	1.04419	-0.862211	0.388572	.	0.410528497312172	1
PDMED_PRAMIPEXOLE	KIR_2DL3	P	A	P	N	ADD	336732	5705	1.05156	0.0583315	0.937951	1.17892	0.861801	0.388797	.	0.410277094796361	1
ADMED_ACHEI_GALANTAMINE	KIR_2DS4	P	A	P	Y	ADD	336732	1422	0.914329	0.103937	0.745815	1.12092	-0.861716	0.388844	.	0.410224597974114	1
K11_PULPITIS_4_ONLYAVO	KIR_2DL3	P	A	P	N	ADD	336732	84048	0.985505	0.0169451	0.953312	1.01879	-0.86166	0.388875	.	0.41018997588324	1
C3_TONGUE	KIR_2DS1	P	A	P	Y	ADD	336732	469	0.920987	0.0955281	0.76373	1.11062	-0.861623	0.388895	.	0.410167640515098	1
CD2_BENIGN_ADRENAL	KIR_2DS4	P	A	P	Y	ADD	336732	1740	1.09102	0.101139	0.894839	1.33022	0.861362	0.389039	.	0.410006859764782	1
CHILDHOOD_ALLERGY	KIR_2DL1	P	A	P	Y	ADD	336732	5817	0.912372	0.106471	0.740532	1.12409	-0.861338	0.389052	.	0.40999234776486	1
K11_CARIES_2_OPER	KIR_2DL1	P	A	P	N	ADD	336732	28759	1.04407	0.0500839	0.946452	1.15176	0.861111	0.389177	.	0.40985283404665	1
CD2_INSITU_SKIN_UPPERLIMB	C1_2DL2	P	A	P	Y	ADD	336732	442	0.825372	0.222931	0.533201	1.27764	-0.860902	0.389292	.	0.40972452099685	1
C3_UNCERTAIN_SECONDARY	KIR_2DS4	P	A	P	N	ADD	336732	3491	1.06354	0.0715571	0.924367	1.22367	0.860892	0.389298	.	0.409717827443397	1
K11_ENERCOLNONINF	KIR_2DS5	P	A	P	N	ADD	336732	16493	0.984676	0.0179385	0.950658	1.01991	-0.860847	0.389323	.	0.409689938747738	1
C3_BILIARY_GALLBLADDER	KIR_3DL1	P	A	P	N	ADD	336732	1119	1.11652	0.128054	0.868695	1.43505	0.860711	0.389397	.	0.409607398703159	1
I9_CVD_HARD	C1_2DL2	P	A	P	N	ADD	336732	54792	0.978604	0.0251334	0.931566	1.02802	-0.860527	0.389499	.	0.409493652997936	1
KRA_PSY_CHILDEMOT	Bw4_3DL1	P	A	P	Y	ADD	336732	1592	1.21836	0.22952	0.776974	1.91048	0.860503	0.389512	.	0.409479158136464	1
H7_CONJUNCTIVA	KIR_2DS1	P	A	P	N	ADD	336732	31333	1.01082	0.012507	0.986341	1.0359	0.860297	0.389626	.	0.409352070069163	1
BRONCHITIS	KIR_2DL3	P	A	P	N	ADD	336732	53982	0.982869	0.0200915	0.944918	1.02235	-0.860013	0.389782	.	0.409178220326585	1
ADMED_ACHEI_GALANTAMINE	KIR_3DL1	P	A	P	Y	ADD	336732	1422	0.914501	0.103936	0.745957	1.12113	-0.859921	0.389832	.	0.409122513979278	1
J10_PLEURA	Bw4_3DL1	P	A	P	N	ADD	336732	14255	0.936443	0.0764118	0.806194	1.08774	-0.859381	0.390131	.	0.408789539065211	1
VWXY20_EXPOS_OTHER_SPECIFE_ELECTRIC_CURRENT	Bw4_3DL1	P	A	P	Y	ADD	336732	330	1.57709	0.530134	0.557965	4.45767	0.859375	0.390134	.	0.408786199473032	1
C3_RENAL_CELL_CARCINOMA	KIR_3DS1	P	A	P	N	ADD	336732	872	1.06584	0.0742025	0.921574	1.23269	0.859298	0.390176	.	0.408739447878775	1
OPER_SGB	KIR_2DL1	P	A	P	Y	ADD	336732	765	1.3106	0.314792	0.707164	2.42897	0.859259	0.390198	.	0.408714960956851	1
K11_ORAL_LEUCOPLAC_RELAT	C1_2DL2	P	A	P	N	ADD	336732	1378	0.892324	0.132591	0.688115	1.15714	-0.859226	0.390216	.	0.408694927229431	1
FG_PULMHEART	KIR_2DL2	P	A	P	N	ADD	336732	8580	0.980632	0.0227703	0.93783	1.02539	-0.858903	0.390394	.	0.408496865664453	1
C3_MELANOMA_SKIN	KIR_3DS1	P	A	P	N	ADD	336732	3023	1.03432	0.0392985	0.957643	1.11713	0.858649	0.390534	.	0.408341150340844	1
ALLERGIC_CONTACT_DERMA_DRUGS_CONTACT_W_SKIN	KIR_2DL3	P	A	P	Y	ADD	336732	544	0.864545	0.169529	0.620133	1.20529	-0.858569	0.390578	.	0.408292222767784	1
K11_CONSTIPATION	Bw4_3DL1	P	A	P	N	ADD	336732	34126	1.04547	0.0517942	0.944545	1.15717	0.858453	0.390642	.	0.40822106522726	1
DENTAL_TMD_OPER	KIR_2DL3	P	A	P	N	ADD	336732	4852	1.05593	0.0633958	0.93255	1.19563	0.858426	0.390657	.	0.408204389365063	1
K11_APPENDIX	KIR_2DL5	P	A	P	N	ADD	336732	28843	0.988639	0.0133117	0.963179	1.01477	-0.858324	0.390713	.	0.408142138469768	1
C3_PANCREAS_ADENO	KIR_2DL2	P	A	P	Y	ADD	336732	629	1.07104	0.0799692	0.915667	1.25279	0.858264	0.390746	.	0.408105459084384	1
CD2_NONFOLLICULAR_LYMPHOMA	KIR_2DS2	P	A	P	Y	ADD	336732	2424	0.964607	0.0419949	0.888391	1.04736	-0.858069	0.390854	.	0.40798543911421	1
Q17_OTHER_CONGEN_MALFO_DIGES_SYSTEM1	KIR_2DP1	P	A	P	N	ADD	336732	1146	1.24528	0.255655	0.75449	2.05533	0.858038	0.390872	.	0.407965439010144	1
ST19_TOXIC_EFFEC_SUBST_CHIEF_NONME_SOURCE	KIR_2DL5	P	A	P	N	ADD	336732	3344	0.967733	0.0382312	0.89787	1.04303	-0.857901	0.390947	.	0.407882115155792	1
VWXY20_PEDAL_CYCLIST_INJURED_TRANSPO_ACCIDENT	KIR_2DL3	P	A	P	N	ADD	336732	6874	1.04739	0.0539867	0.942226	1.16429	0.857646	0.391088	.	0.407725509575193	1
CD2_BENIGN_PITUITARY_CRANIPHAR	KIR_2DL1	P	A	P	Y	ADD	336732	1287	1.2243	0.235974	0.770952	1.94424	0.857598	0.391114	.	0.407696638116072	1
AB1_ZOONOTIC_BACTERIAL	KIR_3DL1	P	A	P	Y	ADD	336732	413	0.858574	0.177881	0.60585	1.21672	-0.857216	0.391325	.	0.407462406085453	1
PDMED_LEVODOPA_DECARBOXYLASEINHIBITOR	KIR_2DS3	P	A	P	N	ADD	336732	3064	0.961635	0.0456421	0.879346	1.05163	-0.857108	0.391385	.	0.40739582288359	1
OPER_SGC	KIR_2DL5	P	A	P	Y	ADD	336732	458	1.08964	0.100165	0.895412	1.326	0.857065	0.391409	.	0.40736919246085	1
AB1_ZOONOTIC_BACTERIAL	KIR_2DS4	P	A	P	Y	ADD	336732	413	0.858599	0.177896	0.60585	1.21679	-0.856977	0.391458	.	0.407314827084251	1
WEIGHTLOSS	KIR_2DS3	P	A	P	Y	ADD	336732	2411	1.04372	0.0499467	0.946389	1.15106	0.856749	0.391584	.	0.407175061643337	1
RX_L04AD	KIR_2DL3	P	A	P	N	ADD	336732	2808	1.07475	0.0841463	0.911343	1.26746	0.856695	0.391613	.	0.407142899773511	1
AB1_HIV	KIR_3DS1	P	A	P	Y	ADD	336732	553	0.91787	0.100037	0.754448	1.11669	-0.856681	0.391621	.	0.407134027952688	1
VWXY20_CONTACT_W_SHARP_GLASS	KIR_2DL2	P	A	P	N	ADD	336732	1074	1.05635	0.064031	0.931764	1.1976	0.856198	0.391888	.	0.406838034846912	1
CD2_INSITU_MELANOMA_TRUNK	KIR_2DS1	P	A	P	Y	ADD	336732	275	1.10881	0.120641	0.875321	1.40458	0.856153	0.391913	.	0.406810330462633	1
C3_UNCERTAIN_SECONDARY	KIR_3DL1	P	A	P	N	ADD	336732	3491	1.06316	0.071541	0.924068	1.22319	0.856127	0.391928	.	0.406793708680334	1
RX_CROHN_2NDLINE	Bw4_3DL1	P	A	P	N	ADD	336732	19241	1.05963	0.0676633	0.928028	1.2099	0.85606	0.391965	.	0.406752711003757	1
C3_PANCREAS_ADENO_DUCTAL	KIR_2DS2	P	A	P	Y	ADD	336732	784	1.06333	0.0717303	0.923868	1.22384	0.856016	0.391989	.	0.406726119985486	1
DRUGADVERS_ADRENOCORTICAL_INSUFFICIENCY	KIR_2DS3	P	A	P	Y	ADD	336732	394	0.897829	0.125975	0.701397	1.14928	-0.855528	0.392259	.	0.406427083163596	1
E4_OBESITY_HYPER	KIR_2DL2	P	A	P	N	ADD	336732	21627	1.01252	0.014546	0.984061	1.0418	0.855389	0.392336	.	0.406341840012126	1
RX_ASTMA_BIOL	KIR_2DS5	P	A	P	Y	ADD	336732	242	0.883713	0.144559	0.665675	1.17317	-0.855174	0.392455	.	0.406210133497289	1
L12_LICHENPLANUS_INCLAVO	KIR_3DS1	P	A	P	N	ADD	336732	4874	0.973679	0.0311926	0.915935	1.03506	-0.855119	0.392485	.	0.406176936477228	1
DENTAL_TMD	KIR_2DP1	P	A	P	Y	ADD	336732	863	0.816965	0.236529	0.513889	1.29878	-0.854692	0.392722	.	0.405914769187999	1
R18_SYMPTOMS_SIGNS_INVOLVI_DIGES_SYSTEM_ABDOMEN	KIR_2DL3	P	A	P	N	ADD	336732	109975	0.986652	0.0157302	0.956697	1.01755	-0.854242	0.392971	.	0.405639497982543	1
H7_VISUALDISTBLIND	KIR_3DS1	P	A	P	N	ADD	336732	16651	1.01479	0.017192	0.981167	1.04957	0.854043	0.393081	.	0.405517947771307	1
K11_PARODON	KIR_2DS3	P	A	P	N	ADD	336732	32398	1.01266	0.0147263	0.983845	1.04231	0.854016	0.393096	.	0.405501375377993	1
AB1_HELMINTIASES	KIR_2DS3	P	A	P	Y	ADD	336732	431	1.10288	0.114698	0.880837	1.38089	0.853731	0.393254	.	0.40532685123718	1
E4_HYTHY_AI_EXCL	KIR_2DS5	P	A	P	N	ADD	336732	10335	1.01945	0.0225721	0.975331	1.06556	0.853337	0.393472	.	0.405086167188405	1
J10_UPPERINFEC	KIR_2DL3	P	A	P	N	ADD	336732	68262	0.984257	0.0185958	0.94903	1.02079	-0.85332	0.393482	.	0.405075129834712	1
K11_EMBED_TEETH	KIR_2DS2	P	A	P	N	ADD	336732	2704	0.966137	0.0403788	0.892623	1.04571	-0.853157	0.393572	.	0.404975806272309	1
G6_EPIPAROX	Bw4_3DL1	P	A	P	N	ADD	336732	85397	0.970921	0.0345999	0.907261	1.03905	-0.852911	0.393709	.	0.404824657331534	1
K11_CHOLECYSTECTOMY	KIR_2DS5	P	A	P	N	ADD	336732	24901	1.01286	0.0149901	0.983536	1.04306	0.852496	0.393939	.	0.40457102186575	1
VWXY20_PUTOAM_VUOTE	KIR_2DS2	P	A	P	N	ADD	336732	641	0.934393	0.0796058	0.799409	1.09217	-0.852433	0.393974	.	0.404532438146794	1
K11_OTHDIG	KIR_2DP1	P	A	P	N	ADD	336732	15138	0.946737	0.0642263	0.834757	1.07374	-0.852203	0.394101	.	0.404392463145229	1
K11_APPENDIX	C1_2DL2	P	A	P	N	ADD	336732	28843	1.02581	0.0299074	0.967407	1.08774	0.852029	0.394198	.	0.404285583484194	1
R18_ILL_D_UNKNO_CAUSES_MORTA	KIR_2DS5	P	A	P	Y	ADD	336732	1573	1.04838	0.0554517	0.940408	1.16874	0.85195	0.394242	.	0.404237110658808	1
